@relation sms_spam_proiektua-weka.filters.supervised.instance.Resample-B0.0-S50-Z80.0-no-replacement

@attribute Text string
@attribute class_label {ham,spam}

@data
'Are u coming to the funeral home',ham
'Reason is if the team budget is available at last they buy the unsold players for at base rate..',ham
'JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME',ham
'Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..',ham
'Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.',ham
'Aldrine, rakhesh ex RTM here.pls call.urgent.',ham
'3 pa but not selected.',ham
'I\'m in office now da:)where are you?',ham
'Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though',ham
'All e best 4 ur driving tmr :-)',ham
'I said its okay. Sorry',ham
'U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...',ham
'(No promises on when though, haven\'t even gotten dinner yet)',ham
'Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!',ham
'Hi i won\'t b ard 4 christmas. But do enjoy n merry x\'mas.',ham
'i felt so...not any conveying reason.. Ese he... What about me?',ham
'Yes:)here tv is always available in work place..',ham
'I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy',ham
'Cos i want it to be your thing',ham
'Cab is available.they pick up and drop at door steps.',ham
'S now only i took tablets . Reaction morning only.',ham
'Tmr timin still da same wat cos i got lesson until 6...',ham
'Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \'the cave\'. I\'m sorry I didn\'t and don\'t have more to give. I\'m sorry i offered. I\'m sorry your room was so embarassing.',ham
'I went to ur hon lab but no one is there.',ham
'I dled 3d its very imp',ham
'Pls dont forget to study',ham
'Mmmmmm ... I love you,so much, Ahmad ... I can\'t wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!',ham
'Wat time ü wan today?',ham
'At WHAT TIME should i come tomorrow',ham
'Can i get your opinion on something first?',ham
'Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com',ham
'We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us',ham
'I\'m in a meeting, call me later at',ham
'No rushing. I\'m not working. I\'m in school so if we rush we go hungry.',ham
'I\'m outside islands, head towards hard rock and you\'ll run into me',ham
'Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...',ham
'Hey, a guy I know is breathing down my neck to get him some bud, anyway you\'d be able to get a half track to usf tonight?',ham
'Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx',ham
'Not yet chikku..wat abt u?',ham
'Yes..gauti and sehwag out of odi series.',ham
'Oh k :)why you got job then whats up?',ham
'Lol your always so convincing.',ham
'&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla',ham
'alright, I\'ll make sure the car is back tonight',ham
'Where\'s mummy\'s boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?',ham
'Dont worry. I guess he\'s busy.',ham
'Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.',ham
'Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;',ham
'You can jot down things you want to remember later.',ham
'K I\'m leaving soon, be there a little after 9',ham
'I told your number to gautham..',ham
'R u saying i should re order the slippers cos i had to pay for returning it.',ham
'Goodmorning, today i am late for  &lt;DECIMAL&gt; min.',ham
'All done? All handed in? Celebrations in full swing yet?',ham
'I\'m done. C ü there.',ham
'I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)',ham
'I\'m not driving... Raining! Then i\'ll get caught at e mrt station lor.',ham
'U coming 2 pick me?',ham
'Ok. But i finish at 6.',ham
'I call you later, don\'t have network. If urgnt, sms me.',ham
'Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you',ham
'Get the door, I\'m here',ham
'This pain couldn\'t have come at a worse time.',ham
'Ok. Very good. Its all about making that money.',ham
'Good morning princess! Happy New Year!',ham
'Love you aathi..love u lot..',ham
'Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...',ham
'Those were my exact intentions',ham
'Hi happy birthday. Hi hi hi hi hi hi hi',ham
G.W.R,ham
'Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho',ham
'2 and half years i missed your friendship:-)',ham
'Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).',ham
'1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)',ham
'Gud mrng dear hav a nice day',ham
'\'HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\'',ham
'Not tonight mate. Catching up on some sleep. This is my new number by the way.',ham
'Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(',ham
'Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side',ham
'Omg I want to scream. I weighed myself and I lost more weight! Woohoo!',ham
'WOT U WANNA DO THEN MISSY?',ham
Havent.,ham
'Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.',ham
'Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am',ham
'Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always',ham
'Now? I\'m going out 4 dinner soon..',ham
'Yeah get the unlimited',ham
'I cant pick the phone right now. Pls send a message',ham
'Which channel:-):-):):-).',ham
'Got smaller capacity one? Quite ex...',ham
'its cool but tyler had to take off so we\'re gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?',ham
'Lol or I could just starve and lose a pound by the end of the day.',ham
'Thanx a lot 4 ur help!',ham
'I\'m hungry buy smth home...',ham
'Please attend the phone:)',ham
Anything...,ham
'Call him and say you not coming today ok and tell them not to fool me like this ok',ham
'Ü comin to fetch us oredi...',ham
'Great to hear you are settling well. So what\'s happenin wit ola?',ham
'Was playng 9 doors game and gt racing on phone lol',ham
'Why i come in between you people',ham
'I think chennai well settled?',ham
'As per your request \'Maangalyam (Alaipayuthe)\' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune',ham
'So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.',ham
'A swt thought: \'Nver get tired of doing little things 4 lovable persons..\' Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8',ham
'K.k.this month kotees birthday know?',ham
'I think its far more than that but find out. Check google maps for a place from your dorm.',ham
'Or maybe my fat fingers just press all these buttons and it doesn\'t know what to do.',ham
'Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.',ham
'I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back.',ham
'\'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!\'\' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).',ham
'Haf u eaten? Wat time u wan me 2 come?',ham
'Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.',ham
';-( oh well, c u later',ham
'Good evening! How are you?',ham
'Am in gobi arts college',ham
'Love isn\'t a decision, it\'s a feeling. If we could decide who to love, then, life would be much simpler, but then less magical',ham
'Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.',ham
'Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\'if it is made by my students,this wont even start........ Datz confidence..',ham
'I will lick up every drop :) are you ready to use your mouth as well?',ham
'Tired. I haven\'t slept well the past few nights.',ham
'Lolnice. I went from a fish to ..water.?',ham
'Omg if its not one thing its another. My cat has worms :/ when does this bad day end?',ham
'As usual..iam fine, happy &amp; doing well..:)',ham
'So ü\'ll be submitting da project tmr rite?',ham
'Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng',ham
'Yes just finished watching days of our lives. I love it.',ham
'If you don\'t respond imma assume you\'re still asleep and imma start calling n shit',ham
'How much it will cost approx . Per month.',ham
'Dont give a monkeys wot they think and i certainly don\'t mind. Any friend of mine&all that! Just don\'t sleep wiv , that wud be annoyin!',ham
'Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.',ham
'Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...',ham
'That\'s cool he\'ll be here all night, lemme know when you\'re around',ham
'Coffee cake, i guess...',ham
'You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+',spam
'Ur HMV Quiz cash-balance is currently £500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg',spam
'Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary',spam
'Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066',spam
'Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070',spam
'ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.',spam
'Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.',spam
'Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL',spam
'FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.',spam
'U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597',spam
'18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.',spam
'sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP',spam
'You have 1 new message. Please call 08715205273',spam
'U\'ve been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS',spam
'Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C\'s apply 08452810073 for details 18+',spam
'+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50',spam
'URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only',spam
'HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com',spam
'Win a £1000 cash prize or a prize worth £5000',spam
'cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP',spam
'For ur chance to win £250 cash every wk TXT: PLAY to 83370. T\'s&C\'s www.music-trivia.net custcare 08715705022, 1x150p/wk.',spam
'Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd',spam
'SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE',spam
'Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm',spam
'YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.',spam
'URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18',spam
'Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030',spam
'URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm',spam
'Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow',spam
'tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!',spam
'Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com',spam
'Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.',spam
'CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+',spam
'Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+',spam
'UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117',spam
'PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04',spam
'Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone',spam
'FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com',spam
'FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!',spam
'December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906',spam
'You have 1 new message. Call 0207-083-6089',spam
'PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04',spam
'PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0',spam
'Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120',spam
'Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \'go stop\' to 89123',spam
'Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16',spam
'Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL',spam
'We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p',spam
'Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.',spam
'No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info',spam
'You have been specially selected to receive a \'3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo',spam
'Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)',spam
'Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.',spam
'Dear U\'ve been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs',spam
'Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994',spam
'5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.',spam
'You have an important customer service announcement from PREMIER.',spam
'U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795',spam
'Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C\'s apply 08452810075over18\'s',spam
'URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm',spam
'FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk',spam
'\'For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\'',spam
'Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF',spam
'GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm',spam
'Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&',spam
'PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04',spam
'sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p',spam
'More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There\'s 1 this evening. A£1.50 minAPN LS278BB',spam
'Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.',spam
'You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p',spam
'SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)',spam
'Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!',spam
'09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!',spam
'You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+)',spam
'U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599',spam
'Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service',spam
'Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX',spam
'Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.',spam
'85233 FREE>Ringtone!Reply REAL',spam
'PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04',spam
'SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV',spam
'Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence',spam
'FREE2DAY sexy St George\'s Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk',spam
'UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub',spam
'FREE entry into our £250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk',spam
'Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm',spam
'URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm',spam
'Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you',spam
'Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022',spam
'Missed call alert. These numbers called but left no message. 07008009200',spam
'WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3',spam
'Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18',spam
'Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.',spam
'2/2 146tf150p',spam
'Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1',spam
'Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back \'help\'',spam
'WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM',spam
'1000\'s of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m)',spam
'New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message',spam
'Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.',spam
'74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC',spam
'Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX',spam
'PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04',spam
'Free Msg: get Gnarls Barkleys \'Crazy\' ringtone TOTALLY FREE just reply GO to this message right now!',spam
'No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info',spam
'We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW',spam
'**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270',spam
'Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com',spam
'Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU',spam
'Oh my god! I\'ve found your number again! I\'m so glad, text me back xafter this msgs cst std ntwk chg £1.50',spam
'T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C\'s apply',spam
'FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)',spam
'U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription',spam
'HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com',spam
'Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX',spam
'URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only',spam
'Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.',spam
'I\'d like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)',spam
'Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114',spam
'We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs',spam
'You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p',spam
'SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!',spam
'FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+',spam
'Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.',spam
'SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info',spam
'Welcome! Please reply with your AGE and GENDER to begin. e.g 24M',spam
'Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max',spam
'FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF',spam
'URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only',spam
'HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call',spam
'Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!',spam
'Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201',spam
'URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm',spam
'You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!',spam
'Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow',spam
'Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&',spam
'Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx',spam
'Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase',spam
'Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p',spam
